StoryID	Keyword	Comment	Timing	ParentKeyword
tng3x18	roar	the Chalnaninan		
tng3x18	engine efficiency	93%		
tng3x18	coward			
tng3x18	annual physical			medical examination
tng3x18	seduction			
tng3x18	rejection			
tng3x18	wanton destruction of a control panel	Esoqq		act of wanton destruction
tng3x19	archeological expedition			
tng3x19	time travel			
tng3x19	vacation			
tng3x19	Risa			
tng3x19	romance			
tng3x19	Transporter Code 14			transporter trick
tng3x19	Horga'hn			
tng3x19	Tox Uthat			doomsday device
tng3x19	quantum			
tng3x19	trade agreement			
tng3x19	Ulysses			20th century, novel
tng3x19	James Joyce			historical character, 20th century
tng3x19	Ving Kuda			fictional historical character, 23rd century
tng3x19	death threat	Sovak to Picard		
tng3x19	Kal Dano			fictional character, 27th century, 22nd century
tng3x19	Daystrom Institute			
tng3x19	explosion	Tox Uthat		
tng3x19	emotional outburst	Picard		
tng3x19	babe	plenty on Risa		
tng3x19	mediator			
tng3x19	trade dispute			
tng3x19	extensive repairs			
tng3x19	grump	Picard		
tng3x19	boobs	woman on Risa		
tng3x19	massage			
tng3x19	cyan beam of light	scanning beam		light effect
tng3x19	held at gunpoint			
tng3x19	wanton destruction of a doomsday device	Picard with Tox Uthat		act of wanton destruction
tng3x19	physical altercation time		25:15	
tng3x19	Ethics Sophistry and the Alternate Universe			fictional literary reference
tng3x20	red alert	3x	19:09, 25:10, 35:45	
tng3x20	yellow alert	2x	18:45, 24:26	
tng3x20	attempted suicide	Gomtu		
tng3x20	first contact			
tng3x20	telepathy			
tng3x20	Ghorusda Disaster			massacre
tng3x20	Vega Nine probe			probe
tng3x20	ESP			
tng3x20	prodigy	Tam Elbrun		character
tng3x20	stargazing	Tam Elbrun, Data		
tng3x20	level 2 diagnostic			
tng3x20	Hayashi system			astronomical feature
tng3x20	secure channel communication			
tng3x20	psychology			
tng3x20	Beta Stromgren supernova			star
tng3x20	emotional outburst	Tam at Riker		
tng3x20	indispensable man			character
tng3x20	safety override			
tng3x20	painting			
tng3x20	ship explosion			
tng3x20	giant space wave			
tng3x20	stupid Troi			
tng3x20	minimum EM scan			scan
tng3x20	space throwing	8 billion km		
tng3x20	hug	Troi to Data		
tng3x20	intercept course		0:21	space maneuver
tng3x20	all stop		20:20, 30:47	space maneuver
tng3x20	senior staff meeting	Picard, Data, Geordi, Worf, Troi, Tam	7:05-10:30	
tng3x21	red alert	1x	35:12	
tng3x21	crew affairs			
tng3x21	contamination			
tng3x21	Correllium fever			disease
tng3x21	unexplained events			
tng3x21	level 1 diagnostic			
tng3x21	The Three Musketeers			novel, 17th century
tng3x21	bar fight	Barclay and holo-Georgi, Barclay and holo-Riker		physical altercation
tng3x21	alleged insubordination			
tng3x21	infatuation			
tng3x21	antigrav unit			
tng3x21	talking to	Riker at Barclay		
tng3x21	stupid Geordi			
tng3x21	senior staff meeting	Geordi, Wesley, Barclay, Duff, Garvey, yellowshirt	9:40-11:10	
tng3x21	boobs			
tng3x21	goddess of empathy			character
tng3x21	drinks together	Geordi, Wesley, Data, Duffy		
tng3x21	family misfit			character
tng3x21	spanking			
tng3x21	loss of temper	Riker		
tng3x21	farewell			
tng3x21	speech			
tng3x21	impending saucer separation			
tng3x21	physical altercation time		0:35-1:10	
tng3x22	accident			
tng3x22	aid mission			
tng3x22	Varon T disruptor			weapon
tng3x22	abduction			
tng3x22	colony			
tng3x22	ship explosion			
tng3x22	Salvador Dali			historical character, 20th century
tng3x22	Mark Off-Zel			fictional historical character, 24th century
tng3x22	Roger Maris			historical character, 20th century
tng3x22	Leonardo da Vinci			historical character, 16th century
tng3x22	Shakespeare			historical character, 16th century
tng3x22	Vincent van Gogh			historical character, 19th century
tng3x22	promotion	Worf		
tng3x22	class 2 probe			
tng3x22	coded level 2 query			
tng3x22	toss a guy right across the room	Data		feat of strength
tng3x22	planetary wide contaminated water supply			impending catastrophe
tng3x22	level 1 precautions for incoming material			
tng3x22	containment field			
tng3x22	explosion			
tng3x22	electric stun			indirect attack
tng3x22	proximity activated field			
tng3x22	evil collector			character, super villain
tng3x22	framed painting			work of art
tng3x22	nostalgia			
tng3x22	nightmare	Geordi		
tng3x22	acid attack			
tng3x22	threat	Fajo to Data		
tng3x22	probe			
tng3x22	evasive maneuver			space maneuver
tng3x22	senior staff meeting	Picard, Riker, Beverly, Geordi, Worf	33:10-34:15	
tng3x22	physical altercation time		36:50-37:10	
tng3x23	telepathy			
tng3x23	crew affairs			
tng3x23	first contact			
tng3x23	diplomacy			
tng3x23	disease			
tng3x23	concert			
tng3x23	Bendii Syndrome			syndrome
tng3x23	mind meld	Sarek and Picard		
tng3x23	Mozart			historical character, 18th century
tng3x23	emotional outburst	Sarek, Picard, Beverly		
tng3x23	unexplained events			
tng3x23	farewell	Picard and Sarek		
tng3x23	personal assistant			character
tng3x23	chief of staff			character
tng3x23	ambassador			
tng3x23	stargazing	Picard		
tng3x23	legendary diplomat			character
tng3x23	retirement			
tng3x23	role model			
tng3x23	recital			social function
tng3x23	heated argument	Geordi and Wesley, Picard and Riker		
tng3x23	violin			
tng3x23	cello			
tng3x23	soloist			character
tng3x23	ship tour	Sakkath by Data		
tng3x23	drinks together			
tng3x23	insult			
tng3x23	insubordination			
tng3x23	incurable disease			
tng3x23	taunt	Picard to Sarek		
tng3x23	Jascha Heifetz			historical character
tng3x23	Yehudi Menuhin			historical character
tng3x23	Grak-tay			fictional historical character
tng3x23	Tataglia			fictional historical character
tng3x23	Vulcan salute			
tng3x23	physical altercation time		15:35, 18:00-18:35	
tng3x24	Othello			literary reference
tng3x24	Shakespeare's Sonnet 18			literary reference
tng3x24	3D chess			
tng3x24	escape			
tng3x24	seduction			
tng3x24	theatrical acting	Picard to Lwaxana at end		
tng3x24	infatuation			
tng3x24	shore leave			
tng3x24	telepathy			
tng3x24	umlaux			
tng3x24	biannual trade agreements conference			conference
tng3x24	reception			
tng3x24	Starfleet Academy			
tng3x24	wunderkid	Wesley		
tng3x24	promotion	Wesley		
tng3x24	emotional outburst	Lwaxana, Troi		
tng3x24	priority 1 message			
tng3x24	neural scan			
tng3x24	coded message			communication trick
tng3x24	proclamation of romantic intentions	Daimon Tog		proclamation
tng3x24	scolding	Lwaxana at Ferengi		
tng3x24	tantrum	Troi		
tng3x24	goading			
tng3x24	doctor	Ferengi		
tng3x24	heated argument	Troi and Lwaxana		
tng3x24	Shakespeare's Sonnet 147			literary reference
tng3x24	a toast to the success of the trade conference	Picard		formal toast
tng3x24	senior staff meeting	Picard, Data, Geordi, Worf	29:00-29:30	
tng3x25	miracle worker	John Doe		character
tng3x25	crash landing			
tng3x25	Zeta Gelis Cluster			astronomical feature
tng3x25	Florence Nightingale			historical character, 19th century
tng3x25	ultimatum			
tng3x25	emergency medical procedure			
tng3x25	pulsar			
tng3x25	collapse			medical emergency
tng3x25	space standoff			
tng3x25	farewell			
tng3x25	stasis			
tng3x25	escape pod			
tng3x25	dinner for two	Beverly and Wesley		
tng3x25	healing touch			
tng3x25	heart to heart conversation	Beverly and Wesley		
tng3x25	yellow glow			light effect
tng3x25	glowing yellow aura			light effect
tng3x25	return from death			
tng3x25	death sentence			
tng3x25	intercept course		26:00	space maneuver
tng3x25	senior staff meeting	Picard, Riker, Beverly, Troi, John Doe	34:30-36:34	
tng3x26	red alert	1x	17:58	
tng3x26	fleet-wide yellow alert	1x		alert
tng3x26	standing yellow alert	1x	10:54	alert
tng3x26	distress signal			
tng3x26	mass casualties			
tng3x26	poker	Riker, Data, Wesley, Troi, Geordi, Shelby		
tng3x26	admiral			
tng3x26	battle stations			
tng3x26	Paulson Nebula			nebula
tng3x26	insubordination	Shelby		
tng3x26	Borg assimilation	Picard		
tng3x26	impending catastrophe			
tng3x26	sabotage			
tng3x26	young hotshot	Shelby		character
tng3x26	dressing down	Riker to Shelby		
tng3x26	stargazing	Picard		
tng3x26	heart to heart conversation	Riker and Troi		
tng3x26	mission briefing			
tng3x26	reverse engines		22:08	space maneuver
tng3x26	Admiral Nelson			historical character, 19th century
tng3x26	Emperor Honorius			historical character, 5th century
tng3x26	Battle of Trafalgar			19th century
tng3x26	Sack of Rome			historical reference
tng3x26	shoot out			
tng3x26	threat	Riker to Shelby after saucer sep proposal		
tng3x26	impending saucer separation			
tng3x26	senior staff meeting	Picard, Data, Riker, Beverly, Geordi, Worf, Haftel, Shelby; Picard, Data, Geordi, Wesley, Shelby	15:25-16:44, 22:50-24:15	
tng4x01	red alert	3x	2:30, 36:42	
tng4x01	yellow alert	1x	16:57	
tng4x01	Starfleet internal affairs			
tng4x01	field commission			
tng4x01	cybernetics			
tng4x01	nanomechanics			
tng4x01	mass casualties			
tng4x01	stalling for time			
tng4x01	saucer separation			
tng4x01	ship explosion			
tng4x01	near death	Data and Worf at transport		
tng4x01	mind trick			
tng4x01	impending catastrophe	The assimilation of Earth!		
tng4x01	promotion	Shelby to First Officer		
tng4x01	death			
tng4x01	abduction			
tng4x01	medical procedure			
tng4x01	admiral			
tng4x01	assimilation			
tng4x01	planetary assimilation			
tng4x01	deassimilation			
tng4x01	nanobots			
tng4x01	collision course		37:45	space maneuver
tng4x01	evasive pattern Riker alpha		21:45	space maneuver
tng4x01	evasive pattern Riker beta		22:03	space maneuver
tng4x01	stargazing	Picard		
tng4x01	senior staff meeting	Riker, Worf, Shelby, Beverly, Troi, Haftel; Riker, Data, Worf, Shelby, Troi, Beverly, Geordi	5:10-7:25, 11:30-13:40	
tng4x01	hypospray	Beverly to Locutus, Beverly to Locutus	26:33, 30:00	
tng4x01	physical altercation time		24:15-24:30	
tng4x02	nostalgia			
tng4x02	French stereotyping			stereotyping
tng4x02	nature			
tng4x02	dinner			
tng4x02	modesty			
tng4x02	geoengineering	Atlantis project		
tng4x02	Atlantis project			
tng4x02	provocation			
tng4x02	insult			
tng4x02	old wounds			
tng4x02	stargazing	nephew at the end		
tng4x02	ship repair			
tng4x02	shore leave			
tng4x02	old song			
tng4x02	Russian stereotyping			stereotyping
tng4x02	pep talk	by Guinan		
tng4x02	embarrassing relative			
tng4x02	ship tour	Worf's parents by Worf		
tng4x02	farewell	Worf to parents		
tng4x02	prune juice			
tng4x02	message to the future			
tng4x02	holomail			
tng4x02	physical altercation time		34:55-35:35	
tng4x03	odd behavior	Data		
tng4x03	hacking			
tng4x03	priority clearance			
tng4x03	cybernetics			
tng4x03	medical complication			
tng4x03	computer complication			
tng4x03	farewell	Data and Soong		
tng4x03	deathbed			
tng4x03	battle of wits			
tng4x03	homing device			
tng4x03	impending saucer separation			
tng4x03	perimeter field charge			
tng4x03	medical emergency			
tng4x03	internal parasites			
tng4x03	quarantine			
tng4x03	practical joke			
tng4x03	bubble boy	Willie Potts		character
tng4x03	practical joke	gone awry		
tng4x03	dressing down	Riker to Jake		
tng4x03	full stop		6:34	space maneuver
tng4x03	hypospray	blueshirt to Willie	19:39	
tng4x03	The Monkey Chased the Weasel			old song
tng4x03	Michelangelo			historical character
tng4x03	Abdul Abulbul Amir			old song
tng4x03	senior staff meeting	Picard, Beverly, Geordi, Troi, Worf, Riker	30:10-31:15	
tng4x03	physical altercation time		39:00-39:10	
tng4x04	red alert	1x	39:23	
tng4x04	distress call			
tng4x04	Stockholm syndrome			syndrome
tng4x04	pulling together	Picard stepping up to the task		
tng4x04	age of decision			
tng4x04	last of the line	Jono is the last of his family		
tng4x04	racquetball			sport
tng4x04	attempted murder	Jono on Picard		
tng4x04	farewell	Picard and Jono		
tng4x04	persuasion			
tng4x04	colony			
tng4x04	T'Stayan	six feet beast of burden		
tng4x04	admiral			
tng4x04	confinement to quarters	Jono		
tng4x04	3D chess			
tng4x04	medical emergency	Picard getting stabbed		
tng4x04	senior staff meeting	Picard, Data, Beverly, Riker, Troi	9:20-10:20	
tng4x04	physical altercation time		7:15-7:50	
tng4x05	red alert	1x	20:25	
tng4x05	unexplained events			
tng4x05	memory complication			
tng4x05	science experiment			
tng4x05	thoughts become reality			
tng4x05	space rift			
tng4x05	mentor			character
tng4x05	energy field	edge of shrinking universe		
tng4x05	energy phenomena	accident in the beginning		
tng4x05	scientific experiment			
tng4x05	warp bubble experiment			
tng4x05	warp bubble			
tng4x05	crew rotation			
tng4x05	medical examination			
tng4x05	missing person			
tng4x05	vortex			
tng4x05	warp bubble collapse			space-time complication
tng4x05	alternate universe			
tng4x05	level 2 diagnostic			
tng4x05	delusion			
tng4x05	level 1 diagnostic			
tng4x05	gateway			
tng4x05	Earl Grey tea			
tng4x05	senior staff meeting	Picard, Beverly, Geordi, Data, Riker, Troi; Picard, Troi, Riker, Wesley, Geordi, The Traveler	18:45-20:53, 30:00-31:12	
tng4x06	distress call			
tng4x06	crash landing			
tng4x06	anarchy	the colony		
tng4x06	disarray	the colony		
tng4x06	betrayal			
tng4x06	social complication			
tng4x06	phaser digging	make tunnel with ship's phasers		phaser trick
tng4x06	alarm			
tng4x06	kill a friend	attempt by Ishara on Data		
tng4x06	farewell	Data and Ishara		
tng4x06	running away	the Yar sisters		
tng4x06	survivors			
tng4x06	abduction			
tng4x06	hostage			
tng4x06	Earth colony			
tng4x06	opposing factions			
tng4x06	magnetic implant			subcutaneous implant
tng4x06	negotiation			
tng4x06	close combat			
tng4x06	ulterior motive			
tng4x06	hostage situation			
tng4x06	poker	Riker, Data, Worf, Troi		
tng4x06	bluffing			
tng4x06	card trick			
tng4x06	fusion reactor			
tng4x06	camel toe			
tng4x06	boobs			
tng4x06	ass			
tng4x06	failed Federation colony			
tng4x06	phaser stun	Data at Ishara, Riker at two guards		
tng4x06	maximum warp			
tng4x06	senior staff meeting	Picard, Riker, Data, Beverly, Geordi, Troi, Ishara	15:35-17:30	
tng4x07	suicide attack			
tng4x07	arbitration			
tng4x07	mediation			
tng4x07	investigation			
tng4x07	assassination			
tng4x07	treason			
tng4x07	hereditary sin			
tng4x07	Klingon politics			
tng4x07	radiation anomaly			
tng4x07	civil war			
tng4x07	arbiter			
tng4x07	poisoning			
tng4x07	death			
tng4x07	Sonchi ceremony			Klingon ceremony
tng4x07	Rite of Succession			Klingon ritual
tng4x07	suicide bomber			
tng4x07	medical emergency			
tng4x07	death howl			Klingon ritual
tng4x07	rival factions			
tng4x07	mediator			
tng4x07	Klingon high council			
tng4x07	reprimand			
tng4x07	murder			
tng4x07	probe			
tng4x07	ambassador			
tng4x07	poison			
tng4x07	bomb			
tng4x07	tri-ceron bomb			
tng4x07	Khitomer massacre			
tng4x07	heated argument	Worf and K'Ehleyr		
tng4x07	Rite of Vengeance			Klingon ritual
tng4x07	all stop		0:50	space maneuver
tng4x07	senior staff meeting	Picard, Riker, Data, Troi, Worf, K'Ehleyr; Picard, Worf, Geordi, Riker, Data, K'Ehleyr	5:50-6:47, 28:13-29:40	
tng4x07	physical altercation time		39:50-40:23	
tng4x08	red alert	1x	11:36	
tng4x08	birthday party			social function
tng4x08	away mission			
tng4x08	amnesia			
tng4x08	negotiations			
tng4x08	180-act-of-mercy			
tng4x08	shuttle accident			
tng4x08	computer complication			
tng4x08	holodeck trick			
tng4x08	deception			
tng4x08	interrogation			
tng4x08	kidnapping			
tng4x08	secret passageway			
tng4x08	secret location			
tng4x08	peace treaty			
tng4x08	negotiation			
tng4x08	Neutral Zone			
tng4x08	admiral			
tng4x08	Parrises squares			
tng4x08	level 1 diagnostic			
tng4x08	manhunt			
tng4x08	Altarian retrovirus			virus
tng4x08	ambassador			
tng4x08	Altarian encephalitis			disease
tng4x08	physical altercation time		37:55-38:00	
tng4x09	red alert	1x	20:45	
tng4x09	crash landing			
tng4x09	mortal wound			
tng4x09	desperate need for resource	water		
tng4x09	stranded			
tng4x09	arbitration			
tng4x09	mining dispute			
tng4x09	scientific experiment			
tng4x09	medical emergency			
tng4x09	heart to heart conversation	Picard and Wesley		
tng4x09	prospector			character
tng4x09	tricorder			
tng4x09	alien artifact			
tng4x09	guardian			
tng4x09	radiation complication			
tng4x09	distress call			
tng4x09	assistance mission	radiation		
tng4x09	space garbage			
tng4x09	breaking maneuver			space maneuver
tng4x09	tractor beam			
tng4x09	grounds keeper	Boothby		character
tng4x09	selenium fiber			
tng4x09	heat a rock with a phaser			phaser trick
tng4x09	Aupres de me Blonde	Picard hummed it while losing consciousness		old song
tng4x10	red alert	2x	6:57, 26:52	
tng4x10	yellow alert	1x	7:17	
tng4x10	counseling			
tng4x10	telepathy			
tng4x10	sympathy			
tng4x10	trapped			
tng4x10	inspirational anecdote	Picard failed at Troy		
tng4x10	resignation			
tng4x10	pep talk			
tng4x10	black hole			what's out there
tng4x10	resignation			
tng4x10	imzadi			
tng4x10	probe			
tng4x10	cosmic string	one-dimensional black hole		astronomical phenomena
tng4x10	camel toe			
tng4x10	bad tech solution			
tng4x10	full stop		7:10	space maneuver
tng4x10	ninety degrees to starboard			space maneuver
tng4x10	full impulse rotate heading at five degree intervals			space maneuver
tng4x10	senior staff meeting	Picard, Riker, Beverly, Tori, Data, Worf, Geordi; Picard, Riker, Data, Geordi, Troi	10:10-11:20, 17:20-19:35	
tng4x11	red alert	2x	28:05, 36:58	
tng4x11	yellow alert	1x	27:27	
tng4x11	death			
tng4x11	Sherlock Holmes			
tng4x11	deduction			
tng4x11	detective story			
tng4x11	poker			
tng4x11	infiltration			
tng4x11	banter			
tng4x11	abduction			
tng4x11	bluff			
tng4x11	spy			
tng4x11	quasar			
tng4x11	fluidic sensor diagnostic			
tng4x11	admiral			
tng4x11	negotiation			
tng4x11	death			
tng4x11	sabotage			
tng4x11	level 1 diagnostic			
tng4x11	Japanese stereotyping			
tng4x11	wedding			
tng4x11	dancing			
tng4x11	intuition	Data's lack thereof		
tng4x11	dance communication	how to lead		
tng4x11	female fickleness	Keiko		
tng4x11	child birth			
tng4x11	tap-dancing			
tng4x11	ambassador			
tng4x11	admiral			
tng4x11	spy			
tng4x11	Spot the cat			
tng4x11	Murasaki quasar			astronomical phenomena
tng4x11	espionage			
tng4x11	cold feet	Keiko		
tng4x11	Hindu festival of lights			
tng4x11	Johannes Brahms			historical character
tng4x11	Aurelia			fictional historical character
tng4x11	Isn't It Romantic			old song
tng4x11	all stop		27:08	space maneuver
tng4x11	intercept course		37:06	space maneuver
tng4x11	reverse course		39:47	space maneuver
tng4x12	red alert	2x	2:55, 37:21	
tng4x12	treaty			
tng4x12	treason			
tng4x12	transponder code			
tng4x12	coping with death	Cardassians		
tng4x12	descent into madness			
tng4x12	singing			
tng4x12	peacemaking			
tng4x12	180-argument			
tng4x12	insubordination			
tng4x12	talking to			
tng4x12	peace treaty			
tng4x12	Cardassian science station			
tng4x12	Cardassian raid			
tng4x12	The Minstrel Boy			old song
tng4x12	Setik III massacre			
tng4x12	Japanese stereotyping			
tng4x12	romantic moment	O'Brien and Keiko		
tng4x12	admiral			
tng4x12	evasive action delta sequence		3:30	space maneuver
tng4x12	stargazing	Picard, Maxwell		
tng4x12	confinement to quarters	Maxwell		
tng4x12	senior staff meeting	Picard, Riker, O'Brien, Geordi, Gul Macet, Telle, Daro	10:28-12:26	
tng4x13	intruder alert	1x	23:47	alert
tng4x13	anti technology			
tng4x13	utopia			
tng4x13	alien political system			
tng4x13	hostage			
tng4x13	hide at a magnetic pole			space maneuver
tng4x13	prophecy			
tng4x13	earthquake			natural disaster
tng4x13	theology			
tng4x13	save a people			
tng4x13	speed learning	Data		feat of speed
tng4x13	arbitration			
tng4x13	impending apocalypse			
tng4x13	environmentalism			
tng4x13	distress call			
tng4x13	science station	on a planet		
tng4x13	mass hysteria			
tng4x13	hostage			
tng4x13	impostor			
tng4x13	ancient scroll			
tng4x13	con artist			
tng4x13	contract			
tng4x13	negotiation			
tng4x13	contract dispute			
tng4x13	arbitration hearing			
tng4x13	legend			
tng4x13	attempted seduction	Ardra at Picard		
tng4x13	arbitrator			
tng4x13	holography			
tng4x13	deception			
tng4x13	con game			
tng4x13	novel enactment			
tng4x13	performance			
tng4x13	A Christmas Carol			literary reference, 19th century
tng4x13	Zaterl emerald			
tng4x13	Ebenezer Scrooge			fictional historical character
tng4x13	angry mob			
tng4x13	senior staff meeting	Picard, Data, Riker, Beverly, Worf, Geordi, Troi, Howard Clark; Picard, Troi, Worf, Beverly, Geordi, Riker, Howard Clark	9:45-10:45, 16:50-18:09	
tng4x14	security override			
tng4x14	sabotage			
tng4x14	probe			
tng4x14	terraforming	?		
tng4x14	possession			
tng4x14	energy distortion			
tng4x14	energy fluctuation			
tng4x14	first contact			
tng4x14	full diagnostic			
tng4x14	hallucination			
tng4x14	energy field			
tng4x14	tai chi			
tng4x14	exploration			
tng4x14	apparent wormhole			astronomical phenomena, trap
tng4x14	probe			
tng4x14	Diomedian scarlet moss			
tng4x14	cigarette			
tng4x14	gangster			
tng4x14	Dixon Hill			
tng4x14	novel			
tng4x14	20th century			
tng4x14	T-Tauri type star			astronomical phenomena
tng4x14	full diagnostic			diagnostic
tng4x14	Pell Underhill			fictional historical character
tng4x14	scream	Troi		
tng4x14	disobey a direct order	Data		
tng4x14	possession	Troi by Paxan		
tng4x14	senior staff meeting	Picard, Data, Geordi, Riker, Beverly, Worf	14:50-17:05	
tng4x14	physical altercation time		38:35-38:40	
tng4x15	culture infiltration			
tng4x15	political complication			
tng4x15	deception			
tng4x15	interrogation			
tng4x15	alien political system			
tng4x15	alien culture			
tng4x15	first contact			
tng4x15	alien point of view			
tng4x15	Prime Directive			
tng4x15	love 'em and leave 'em			
tng4x15	injury			
tng4x15	Hippocratic oath			
tng4x15	old wolves	Picard and chancellor		
tng4x15	Prime Directive			
tng4x15	first contact			
tng4x15	escape			
tng4x15	interrogation			
tng4x15	riot			
tng4x15	angry mob			
tng4x15	chancellor			
tng4x15	alien babe			
tng4x15	martyr			
tng4x15	reconnaissance mission			
tng4x15	chancellor			
tng4x15	attempted suicide	Krola, medical emergency		
tng4x15	ship tour	Durken by Picard		
tng4x15	a toast to our new friendship	Picard and Durken		formal toast
tng4x15	stargazing	Durken		
tng4x15	phaser stun	Krola by himself		
tng4x15	physical altercation time		26:40-27:05	
tng4x16	red alert	1x	12:46	
tng4x16	space Caesarean section			medical procedure
tng4x16	child birth			
tng4x16	asteroid belt			what's out there
tng4x16	ship inspection			
tng4x16	level 5 probe			probe
tng4x16	nursing			
tng4x16	phaser scalping			phaser trick
tng4x16	accidental killing			
tng4x16	3D chess			
tng4x16	holography	simulation of the engines		
tng4x16	holodeck complication			
tng4x16	infatuation			
tng4x16	social complication			
tng4x16	violation of privacy			
tng4x16	self copyright			
tng4x16	friendship			
tng4x16	theory vs. application	not a matter of precision..., Geordi's stupid comment		
tng4x16	attempted seduction	Geordi at Leah		
tng4x16	sour the milk			metaphor
tng4x16	reverse course		12:12	space maneuver
tng4x16	evasive maneuvers		29:23	space maneuver
tng4x16	drinks for two	Geordi and Leah		
tng4x16	dinner for two	Geordi and Leah		
tng4x16	senior staff meeting	Picard, Worf, Beverly, Riker, Troi; Picard, Data, Beverly, Geordi, Riker, Leah Brahms	21:05-22:20, 30:25-31:23	
tng4x17	fatigue			
tng4x17	autopsy			
tng4x17	prophetic dream			
tng4x17	riddle			
tng4x17	hallucination			
tng4x17	telepathic communication			
tng4x17	nightmare			
tng4x17	attempted suicide	Worf		
tng4x17	mass hysteria			
tng4x17	mutiny			
tng4x17	distress call			
tng4x17	Tykan's Rift			astronomical phenomena, space anomaly
tng4x17	melee			
tng4x17	derelict ship			
tng4x17	binary star system			astronomical phenomena
tng4x17	telepathy			
tng4x17	nightmare			
tng4x17	ghost story			
tng4x17	hallucination			
tng4x17	communication complication	the Aliens and finally Troi		
tng4x17	shotgun under counter			
tng4x17	collaborative solution	Enterprise and Aliens		
tng4x17	unexplained events			
tng4x17	senior staff meeting	Picard, Riker, Beverly, Data, Worf, Troi	16:30-18:10	
tng4x17	physical altercation time		40:30-40:45	
tng4x18	desertion of post			
tng4x18	missing person			
tng4x18	missing crewman			
tng4x18	holography			
tng4x18	vector analysis			
tng4x18	internal parasites			disease
tng4x18	operation			
tng4x18	warning beacon			
tng4x18	emergency beacon			
tng4x18	ship explosion	shuttlecraft	11:58	
tng4x18	log review			
tng4x18	stargazing	Leijten, Geordi		
tng4x18	detective story			
tng4x18	odd behavior	Leijten		
tng4x18	computer extrapolation			
tng4x18	deductive reasoning	Geordi infers the existence of an alien based on shadows		
tng4x18	systematic investigation			
tng4x18	drinks for two	Geordi and Leijten	3:38-5:5:14	
tng4x18	absconded shuttlecraft			
tng4x18	senior staff meeting	Picard, Riker, Geordi, Leijten	0:00-1:40	
tng4x18	physical altercation time		35:20-35:25	
tng4x19	red alert	3x	10:40, 27:40, 36:50	
tng4x19	subspace telescope			
tng4x19	alien probe			
tng4x19	energy field			
tng4x19	energy surge			
tng4x19	level 3 diagnostic			
tng4x19	subspace distortion			
tng4x19	3D chess			
tng4x19	fusion reactor			
tng4x19	ship explosion	probe	14:20	
tng4x19	medical examination			
tng4x19	medical emergency			
tng4x19	odd behavior	Barclay		
tng4x19	computer complication	Barclay becomes a hybrid with the ship computer		
tng4x19	stroke of genius	Barkley several times		
tng4x19	attempted seduction	Barclay at Troi		
tng4x19	Einstein			historical character, 20th century
tng4x19	classical music	violin school		
tng4x19	caution vs. progress	Barclay forced their hand whereas Picard wanted to take it easy		
tng4x19	playing God	Barclay		
tng4x19	computer infiltration			
tng4x19	unwanted help			
tng4x19	space-time complication			
tng4x19	unlocked genius			
tng4x19	flirtation			
tng4x19	prosthetic nose			prop
tng4x19	novel enactment	Cyrano de Bergerac		
tng4x19	awkward moment			
tng4x19	performance			
tng4x19	theater			
tng4x19	Cyrano de Bergerac			historical character, 17th century, literary reference
tng4x19	savant			character
tng4x19	collision course		10:58	space maneuver
tng4x19	full about		11:45	space maneuver
tng4x19	Socrates			historical character
tng4x19	Galileo			historical character
tng4x19	medical emergency	Barclay		
tng4x19	senior staff meeting	Picard, Riker, Geordi, Barclay, Data, Troi; Picard, Data, Riker, Geordi, Worf	15:40-17:13, 31:00-31:50	
tng4x20	archaeology			
tng4x20	keynote lecture			
tng4x20	Taguan ruins			ancient ruins
tng4x20	awkward moment	Picard introduces Vash		
tng4x20	reception			
tng4x20	executioner			character
tng4x20	Robin Hood			fictional historical character
tng4x20	Little John			fictional historical character
tng4x20	Friar Tuck			fictional historical character
tng4x20	Maid Marian			fictional historical character
tng4x20	Sheriff of Nottingham			fictional historical character
tng4x20	Will Scarlet			fictional historical character
tng4x20	Taguan artifact			
tng4x20	archaeological council			
tng4x20	impending execution			
tng4x20	gallantry			
tng4x20	hosting mission			
tng4x20	conference			
tng4x20	flirtation			
tng4x20	gossip	Vash about Picard		
tng4x20	Clabian eel			
tng4x20	12th century			
tng4x20	novel enactment			
tng4x20	British stereotyping			
tng4x20	banter			
tng4x20	abduction			
tng4x20	farewell	Picard and Vash		
tng4x20	old flame			character
tng4x20	ship tour	Vash by Riker		
tng4x20	wanton destruction of a mandolin	Worf		act of wanton destruction
tng4x20	a toast to the most beautiful bride to be in all of England	Sir Guy		formal toast
tng4x20	physical altercation time		23:10-23:40, 38:30-40:15	
tng4x21	scientific exchange program			
tng4x21	apparent security breach			
tng4x21	apparent sabotage			
tng4x21	Ba'ltmasor Syndrome			syndrome
tng4x21	spy			
tng4x21	ship refit			
tng4x21	coincidence			
tng4x21	conspiracy			
tng4x21	admiral			
tng4x21	trial			
tng4x21	show trial			
tng4x21	drumhead trial			
tng4x21	hearing			
tng4x21	interrogation			
tng4x21	alleged treason			
tng4x21	tirade			
tng4x21	bribe			
tng4x21	engine complication			
tng4x21	hearing			
tng4x21	trust			
tng4x21	cooperation			
tng4x21	anxiety			
tng4x21	encoding			
tng4x21	star fleet internal affairs			
tng4x21	crew affairs	the boy		
tng4x21	innocent lie			
tng4x21	innuendo			
tng4x21	devotion			
tng4x21	provocation			
tng4x21	psychological trick	Picard about father of admiral		
tng4x21	witch hunt			
